gene	mean_case_log1p_cpm	mean_control_log1p_cpm	delta_case_minus_control	welch_t	welch_p	donor_variance	abs_delta
RP11-557H15.3	0.02910936	0.009237054	0.019872308	2.1083598	0.04103847	0.0017317234	0.019872308
LBR	3.843386	3.8632567	-0.019870758	-0.26501554	0.7937085	0.053463615	0.019870758
RP11-371F15.3	0.038514793	0.018645162	0.019869631	1.3524724	0.18806492	0.002624529	0.019869631
IFNA13	0.019867128	0.0	0.019867128	1.56296	0.1278987	0.0040437123	0.019867128
RP4-635E18.7	0.19339763	0.17353056	0.019867063	0.5311783	0.60262823	0.010325089	0.019867063
TMEM37	0.12753247	0.14739184	-0.019859374	-0.41653678	0.68219596	0.018301766	0.019859374
LHX4	0.1463363	0.16617724	-0.01984094	-0.55862695	0.5846223	0.008645415	0.01984094
GRM2	0.08867085	0.06883084	0.01984001	0.89871716	0.37990656	0.004527048	0.01984001
P4HTM	2.8290615	2.8092287	0.01983285	0.35179254	0.72752255	0.04172839	0.01983285
CILP2	0.067669936	0.04783872	0.019831214	0.9589797	0.34930962	0.0040329695	0.019831214
PDDC1	2.2005482	2.2203794	-0.01983118	-0.47091362	0.6412215	0.02323195	0.01983118
ZPBP	0.021030243	0.04086018	-0.019829936	-1.1023561	0.29145676	0.0016080067	0.019829936
AC084082.3	0.09854486	0.07872317	0.019821689	0.7604676	0.4572568	0.0055678706	0.019821689
LIMS3	0.034694858	0.014885512	0.019809347	1.9725243	0.056697194	0.0015697168	0.019809347
RP1-68D18.3	0.019799063	0.0	0.019799063	3.5196102	0.0013207119	0.0008523433	0.019799063
ZNF777	0.73867244	0.7584658	-0.019793391	-0.28457746	0.7796807	0.03495178	0.019793391
GPR12	0.055362027	0.03557229	0.019789737	1.2841159	0.21371491	0.0023394467	0.019789737
ARHGAP8	0.48299494	0.50278443	-0.019789487	-0.31976095	0.7523943	0.037220243	0.019789487
CTC-228N24.1	0.029538505	0.04931814	-0.019779634	-0.88224137	0.39528733	0.0022439847	0.019779634
RP11-340I6.7	0.015473639	0.03524098	-0.019767344	-1.7647583	0.098439634	0.0008923753	0.019767344
RP4-633I8.4	0.026501557	0.006734529	0.019767027	2.1418579	0.038050808	0.0017086331	0.019767027
AC093620.5	0.019763354	0.0	0.019763354	3.578269	0.0011261525	0.00082409236	0.019763354
RP11-122G18.5	0.37343448	0.35367426	0.019760221	0.48759437	0.63266516	0.011674834	0.019760221
C15orf56	0.016762363	0.036520947	-0.019758584	-1.6230069	0.11998415	0.0015053578	0.019758584
AC025171.1	1.3421714	1.3224136	0.019757867	0.21261184	0.8347253	0.05160631	0.019757867
BOP1	0.17466435	0.15491264	0.019751713	0.6405197	0.5277405	0.010977493	0.019751713
AC002480.3	0.024783004	0.0050433083	0.019739695	2.0559897	0.04640281	0.0020643545	0.019739695
BTLA	2.2572849	2.2770166	-0.01973176	-0.18223327	0.85627997	0.21950983	0.01973176
FASN	1.6059338	1.5862045	0.019729257	0.3210702	0.75144744	0.036354862	0.019729257
CTA-373H7.7	0.18785395	0.16812903	0.01972492	0.486217	0.63099587	0.019350894	0.01972492
RP11-760N9.1	0.022917641	0.0032016523	0.019715989	2.1055148	0.041761935	0.002002424	0.019715989
RP11-1379J22.2	0.04821227	0.06790416	-0.019691888	-0.8564935	0.40598127	0.0033437393	0.019691888
RP1-127C7.6	0.09300637	0.073318474	0.019687898	0.9975764	0.32750252	0.004810145	0.019687898
AC018766.4	0.08861825	0.10830512	-0.01968687	-0.5684624	0.57832164	0.00790404	0.01968687
FDXACB1	1.6006073	1.6202941	-0.019686818	-0.3338306	0.74228305	0.030348588	0.019686818
GNG3	0.73724777	0.71756136	0.0196864	0.1619284	0.8723241	0.21781513	0.0196864
MYO1E	1.0333169	1.0136318	0.01968503	0.25360206	0.801367	0.08740925	0.01968503
CALHM1	0.04210934	0.022424877	0.019684464	1.4892619	0.14502709	0.0028090954	0.019684464
SERGEF	2.8413272	2.8610015	-0.019674301	-0.45906693	0.64975256	0.023274247	0.019674301
ZNF805	0.9122133	0.8925461	0.019667208	0.29534477	0.7707207	0.042916603	0.019667208
RP11-61K9.2	0.05841479	0.078078754	-0.019663963	-1.1357799	0.27083215	0.0026441633	0.019663963
IL34	0.022985639	0.0033236651	0.019661974	2.4087203	0.020607706	0.0014674964	0.019661974
MMACHC	0.25984696	0.27950767	-0.019660711	-0.35099375	0.73043257	0.021512311	0.019660711
LINC01059	0.1247019	0.10504143	0.019660473	0.6385123	0.5324311	0.0068061296	0.019660473
RMDN2-AS1	0.027754532	0.008096766	0.019657766	1.4852821	0.14569584	0.0029336293	0.019657766
MCMDC2	0.20031328	0.21996854	-0.019655257	-0.48289645	0.63470125	0.01495957	0.019655257
GPRC5A	0.17874788	0.15909383	0.01965405	0.52879375	0.6014744	0.016488586	0.01965405
AC004156.3	0.15850987	0.13885872	0.019651145	0.7530496	0.45652843	0.01025491	0.019651145
PPP4R4	0.035728853	0.05537586	-0.019647006	-1.18396	0.25543526	0.0018466131	0.019647006
PENK	0.026759068	0.007122587	0.01963648	2.46344	0.018307297	0.0011294176	0.01963648
TRPC3	0.05133595	0.031703237	0.019632712	1.0578367	0.30099514	0.0038310154	0.019632712
LL22NC03-N27C7.1	0.12528943	0.14491281	-0.019623384	-0.82329154	0.417499	0.0071257623	0.019623384
CNOT3	2.827749	2.8473697	-0.019620657	-0.26422727	0.7936077	0.06818699	0.019620657
NET1	1.7208136	1.7404271	-0.019613504	-0.2572755	0.7999278	0.04864923	0.019613504
ABLIM2	0.45787427	0.4774811	-0.019606829	-0.4472802	0.65738535	0.029535798	0.019606829
KCNJ3	0.14701597	0.12741293	0.019603044	0.72540706	0.47480053	0.008685355	0.019603044
NRSN2	0.38911134	0.40871322	-0.019601882	-0.38841748	0.7007137	0.031816557	0.019601882
RPL28	8.642114	8.622516	0.019598007	0.3234989	0.7496363	0.035320338	0.019598007
AKR1C2	0.030909365	0.050498173	-0.019588808	-0.73403394	0.47833723	0.0026025937	0.019588808
SAPCD1-AS1	0.061031558	0.041445483	0.019586075	1.2892836	0.20437537	0.004415585	0.019586075
TLR8-AS1	0.024876853	0.0052944478	0.019582406	2.452042	0.01846516	0.0013474746	0.019582406
WWOX	1.9976839	2.0172648	-0.01958096	-0.4267655	0.6729296	0.026067492	0.01958096
RP11-388M20.9	0.058335498	0.03875746	0.01957804	1.3109821	0.20261592	0.0025139034	0.01957804
AC142119.1	0.032523494	0.012948331	0.019575164	2.2340522	0.03189395	0.0012458079	0.019575164
AP000569.9	0.053781115	0.07334499	-0.019563876	-0.9672397	0.3450633	0.0039275074	0.019563876
RP11-546K22.3	0.058335435	0.07789899	-0.019563552	-0.9996326	0.33328998	0.0026707428	0.019563552
KIR2DL1	0.058084033	0.07764366	-0.01955963	-0.8173624	0.42488268	0.0047019706	0.01955963
ATF2	2.5926807	2.6122377	-0.019557	-0.3147692	0.75587034	0.04056599	0.019557
ANKRD20A3	0.03985155	0.05940627	-0.01955472	-1.3670464	0.17975189	0.0033617741	0.01955472
RP11-263K4.3	0.057566285	0.03801258	0.019553706	1.4549606	0.15320072	0.0033795068	0.019553706
AKR1E2	0.30828002	0.32782924	-0.01954922	-0.38025266	0.707238	0.028690353	0.01954922
SMIM15	3.0326998	3.0522482	-0.019548416	-0.27003065	0.78923666	0.06356549	0.019548416
ZNF512B	1.1688501	1.1883926	-0.019542575	-0.44334698	0.6608849	0.024948554	0.019542575
HMBOX1	2.969616	2.989155	-0.019539118	-0.14535548	0.8863447	0.123934954	0.019539118
CSNK1G2-AS1	0.049266312	0.06880415	-0.01953784	-1.2783446	0.21122146	0.0031310436	0.01953784
NOP2	2.6024754	2.5829437	0.019531727	0.3490064	0.7295823	0.041233595	0.019531727
CTD-2349P21.5	0.054688606	0.0351634	0.019525208	1.1552702	0.2608302	0.0029417071	0.019525208
RP11-803P9.1	0.25648618	0.23696297	0.019523203	0.56185204	0.57986456	0.012677262	0.019523203
SLC1A1	0.026047552	0.006525317	0.019522235	2.3268366	0.02490265	0.001380114	0.019522235
AC079354.5	0.049902253	0.030381352	0.019520901	1.0287837	0.31314272	0.0043513165	0.019520901
RP1-55C23.7	0.102922246	0.08340373	0.019518517	0.789138	0.4347613	0.010402482	0.019518517
SP4	2.082541	2.1020575	-0.019516468	-0.386931	0.70109844	0.03929379	0.019516468
RP1-85F18.5	0.016506478	0.03601414	-0.019507661	-1.481738	0.15909834	0.0012438012	0.019507661
MYOM3	0.05794136	0.038438752	0.019502606	1.2579191	0.21916255	0.0030446204	0.019502606
RP4-549L20.3	1.0161917	0.99670714	0.01948458	0.21029073	0.8368493	0.041841146	0.01948458
RLN3	0.022418976	0.0029356068	0.019483369	3.2520247	0.0022629788	0.00076472625	0.019483369
NMNAT2	0.04253876	0.023058433	0.019480325	1.351771	0.18852118	0.0024857505	0.019480325
SIM2	0.02301684	0.0035405592	0.019476281	2.9703076	0.004936728	0.0008528514	0.019476281
RP11-92G12.3	0.14113112	0.12167111	0.019460008	0.60042495	0.552615	0.014433217	0.019460008
ITGA11	0.022767054	0.042219415	-0.019452361	-0.5992464	0.5596838	0.0052926517	0.019452361
CTD-2631K10.1	0.041170657	0.060618605	-0.019447949	-1.3915644	0.1761488	0.0023624762	0.019447949
USP34	3.5975304	3.616978	-0.019447565	-0.5478198	0.58835495	0.015512648	0.019447565
TACC3	3.2505946	3.2700384	-0.01944375	-0.2771019	0.78445095	0.04838293	0.01944375
RP11-393M11.2	0.056907948	0.037464403	0.019443545	1.6229866	0.11629314	0.0018332476	0.019443545
LA16c-380H5.5	0.043464996	0.024027336	0.01943766	1.826255	0.077884056	0.001577591	0.01943766
ITK	3.7604752	3.77991	-0.019434929	-0.23083876	0.8192998	0.08293877	0.019434929
GPR61	0.09406353	0.11349478	-0.019431256	-0.720761	0.48262352	0.0046673617	0.019431256
TMEM256	4.4433045	4.462733	-0.019428253	-0.6197593	0.5424209	0.009390397	0.019428253
POLR1A	1.2354333	1.2548574	-0.01942408	-0.36341256	0.7200313	0.027750233	0.01942408
AC079776.3	0.04436244	0.024942141	0.0194203	1.3348426	0.193478	0.0026097633	0.0194203
RP11-179K3.2	0.057034627	0.037614543	0.019420084	1.3741926	0.17740688	0.0033343032	0.019420084
MPPED1	0.017043095	0.036460936	-0.019417841	-1.4459088	0.16618326	0.0015270812	0.019417841
AC084149.1	0.021712776	0.041128073	-0.019415297	-1.7003064	0.105566755	0.0012334973	0.019415297
GNAL	0.6433447	0.6627589	-0.019414186	-0.21440135	0.8332852	0.0509088	0.019414186
AP4M1	1.8523107	1.8717232	-0.019412518	-0.4107596	0.6839714	0.031659566	0.019412518
RP5-1102E8.3	0.025915077	0.045310583	-0.019395506	-1.2005949	0.24824227	0.0018732488	0.019395506
C8orf17	0.042972565	0.023578698	0.019393867	1.929621	0.061287258	0.0016875998	0.019393867
CFI	0.021658618	0.0022666452	0.019391973	2.9104729	0.0059497454	0.0010493353	0.019391973
FANCB	1.2651205	1.2845124	-0.019391894	-0.4008813	0.6921598	0.025638534	0.019391894
ADAM20	0.1384665	0.15785776	-0.019391254	-0.32312346	0.7512001	0.023289997	0.019391254
BRF1	2.307373	2.2879846	0.019388437	0.33830404	0.73830557	0.034531724	0.019388437
KLHL36	3.195066	3.2144418	-0.019375801	-0.46663702	0.64388216	0.024586886	0.019375801
GGTLC3	0.03901926	0.019645754	0.019373506	1.4650304	0.15213206	0.002648294	0.019373506
DSN1	1.6919085	1.6725498	0.019358635	0.31924477	0.75118977	0.06404508	0.019358635
AF131215.8	0.07192529	0.05256827	0.019357018	0.97591525	0.34073323	0.0038161227	0.019357018
MARS2	1.2461525	1.2267989	0.019353628	0.31441104	0.75598437	0.041760635	0.019353628
PPP1R13L	0.9600713	0.979412	-0.019340694	-0.32737637	0.7461682	0.039812498	0.019340694
CXCR6	0.7367261	0.7173855	0.019340634	0.17517258	0.862012	0.17624524	0.019340634
PLD5	0.0752076	0.055868153	0.019339446	0.8321497	0.41396254	0.005858375	0.019339446
RP11-1079K10.3	0.17482506	0.15549187	0.019333184	0.71766275	0.4783832	0.00997782	0.019333184
CTD-2260A17.3	0.120626576	0.101297595	0.019328982	0.7275423	0.47412956	0.0077944733	0.019328982
AC128709.3	0.052322533	0.07165131	-0.019328777	-0.6971693	0.49756292	0.004433866	0.019328777
RP11-382A20.4	0.025857503	0.00653009	0.019327413	1.8105161	0.07810565	0.0019321262	0.019327413
ZNF763-1	0.01159688	0.030921204	-0.019324325	-2.1715212	0.04712143	0.00057152106	0.019324325
CTD-2561B21.5	0.1267038	0.14601208	-0.019308284	-0.8842674	0.38318184	0.0067582037	0.019308284
TFAP2A	0.017824246	0.037129108	-0.019304862	-1.5356202	0.1471006	0.0010175961	0.019304862
RBM10	2.8737278	2.8544257	0.01930213	0.29298666	0.7719412	0.05054839	0.01930213
AC002480.2	0.10488807	0.085586295	0.019301772	0.64158785	0.52824575	0.008877149	0.019301772
RP11-379F4.4	0.084818855	0.065522924	0.01929593	1.0532701	0.30011794	0.0047919173	0.01929593
CCDC148	0.037165094	0.0564598	-0.019294705	-1.285944	0.2142206	0.002057726	0.019294705
TMEM5	2.4302566	2.4495435	-0.019286871	-0.3846748	0.7031717	0.033936374	0.019286871
RP11-348N5.7	0.4724431	0.49171916	-0.019276053	-0.3456468	0.73337173	0.028359659	0.019276053
LNX1	0.7307509	0.71147686	0.019274056	0.24190268	0.8110279	0.06786066	0.019274056
MRPS17-1	2.369183	2.3499143	0.019268751	0.26420194	0.7942545	0.051940337	0.019268751
RP11-379C10.4	0.044913422	0.025647396	0.019266026	1.3767204	0.17604966	0.0035856043	0.019266026
NDST3	0.04741328	0.02815292	0.019260358	1.4242014	0.16335137	0.0028104996	0.019260358
HLA-G	2.4105754	2.3913174	0.019258022	0.06982775	0.94536006	0.42987698	0.019258022
RP11-905K4.1	0.06526265	0.046017528	0.019245125	0.9876849	0.33277196	0.0044718864	0.019245125
MYLPF	1.5773236	1.5580788	0.01924479	0.22287215	0.8258635	0.0718469	0.01924479
CSPG4	0.03256188	0.013319472	0.019242408	1.7793695	0.08262632	0.002143885	0.019242408
LTB4R2	0.04667179	0.027431076	0.019240713	1.210324	0.23700364	0.003104942	0.019240713
CDKL4	0.05856628	0.03933114	0.019235138	1.1501925	0.2592224	0.0037940664	0.019235138
SYP	0.8745639	0.85533184	0.019232035	0.41217554	0.684741	0.020062363	0.019232035
C20orf203	0.054969534	0.074201465	-0.01923193	-0.90435123	0.37793517	0.003849789	0.01923193
C11orf80	1.7223889	1.7416165	-0.019227624	-0.22174583	0.82589436	0.10753888	0.019227624
SPATA17	0.03489524	0.054122213	-0.019226972	-1.4489995	0.16124149	0.0019235896	0.019226972
POP7	2.969447	2.9886703	-0.019223452	-0.27473778	0.7855089	0.06284965	0.019223452
ZNF84-1	0.05898714	0.039769016	0.019218124	1.1040624	0.28202155	0.0030937765	0.019218124
ANKRD36	3.4234452	3.4042292	0.01921606	0.28256613	0.7797939	0.05449142	0.01921606
NCAPD3	1.7616128	1.7808238	-0.019211054	-0.38643572	0.7020323	0.031982735	0.019211054
LINC01118	0.09887688	0.07966602	0.01921086	0.9315809	0.36058807	0.0049436428	0.01921086
CXorf36	0.07496928	0.05575873	0.019210547	1.0637175	0.29569525	0.0045421263	0.019210547
SUSD2	0.11350193	0.13270393	-0.019202001	-0.6668352	0.5132341	0.007214326	0.019202001
ICAM5	0.070511736	0.051310476	0.01920126	1.1793854	0.24669775	0.0038875248	0.01920126
PEBP4	0.40857875	0.4277666	-0.019187838	-0.27785522	0.78382534	0.0477752	0.019187838
RP11-682N22.1	0.1440717	0.16325103	-0.01917933	-0.75337505	0.45707148	0.008780107	0.01917933
RP11-350N15.6	0.026861405	0.0076831053	0.0191783	2.4457853	0.018753143	0.0012127868	0.0191783
RP11-1012A1.4	0.012375565	0.031553086	-0.01917752	-1.2345326	0.24165213	0.0010486498	0.01917752
XRCC2	0.4306312	0.41146192	0.019169271	0.32161748	0.7502654	0.043248363	0.019169271
ASTL	0.079128295	0.09829223	-0.019163936	-0.7402064	0.46827555	0.006073546	0.019163936
RP11-84C13.1	0.121025585	0.14018795	-0.019162364	-0.98796916	0.33037892	0.005484232	0.019162364
SNRPD1	4.5834737	4.564312	0.019161701	0.39890054	0.69242465	0.034570035	0.019161701
ALS2CR11	0.107209906	0.1263559	-0.019145995	-0.9947957	0.33031225	0.004029657	0.019145995
RP11-274J16.5	0.032108676	0.012963238	0.019145437	1.8598272	0.070136525	0.0019448341	0.019145437
CTC-523E23.8	0.031355135	0.012211522	0.019143613	2.0351427	0.048678007	0.0015487266	0.019143613
ATP2B1	4.0771694	4.058031	0.019138336	0.22017865	0.8270279	0.11315991	0.019138336
RP4-533D7.5	0.09900558	0.07987038	0.0191352	0.8364573	0.41301093	0.0049234	0.0191352
RP11-250B2.6	0.19677293	0.17763925	0.019133687	0.663981	0.51336783	0.008965538	0.019133687
AC007389.3	0.025555462	0.006426802	0.01912866	2.7014952	0.010229147	0.0008925668	0.01912866
FLJ27365	1.3260565	1.3069301	0.019126415	0.23304701	0.8180516	0.06513932	0.019126415
AC009480.3	0.24731266	0.22819023	0.019122437	0.33851674	0.7400436	0.019139089	0.019122437
ZC2HC1C	0.10334519	0.084227905	0.019117288	0.8747997	0.3869394	0.008229048	0.019117288
CTC-454I21.3	0.047188666	0.028071934	0.019116731	1.4539564	0.15602534	0.0024420144	0.019116731
PODNL1	0.13027696	0.1493852	-0.019108236	-0.5913854	0.56251115	0.007786808	0.019108236
RP11-503E24.3	0.12204633	0.14115149	-0.019105159	-0.88566864	0.38353273	0.0058595655	0.019105159
SLIT3	0.0336434	0.0527424	-0.019099	-1.4159122	0.1703774	0.0020131269	0.019099
RP11-483E7.1	0.02202419	0.0029356068	0.019088583	2.3911052	0.02163201	0.0014454299	0.019088583
RP11-1149M10.1	0.12038285	0.1394688	-0.019085951	-0.73218817	0.47198397	0.0069613964	0.019085951
ELMO1-AS1	0.028539864	0.009460923	0.01907894	2.6196325	0.013118477	0.00084544905	0.01907894
MREG	0.49298337	0.5120594	-0.01907602	-0.34757686	0.731056	0.035102673	0.01907602
SAAL1	2.2144687	2.2335362	-0.019067526	-0.31681234	0.7544293	0.037048325	0.019067526
GPRIN1	0.13602668	0.11696195	0.019064732	0.66948026	0.5100037	0.008660288	0.019064732
C9orf96	0.34857357	0.3295103	0.019063264	0.5009242	0.6241713	0.008926988	0.019063264
UPK2	0.22038823	0.20132972	0.01905851	0.5695715	0.57476497	0.0116498405	0.01905851
CTD-2302E22.2	0.010116201	0.029171033	-0.019054832	-1.2585242	0.23186652	0.0011298705	0.019054832
UGT2B11	0.031338558	0.012286594	0.019051963	1.8667151	0.06908141	0.001940072	0.019051963
SRCIN1	0.036526978	0.017475856	0.019051122	1.735374	0.092105985	0.0017937107	0.019051122
RP11-85L21.4	0.023818105	0.004777263	0.019040842	2.2106576	0.03281545	0.0016510403	0.019040842
PCBP2	5.835328	5.854366	-0.019037724	-0.4640796	0.64547265	0.025467863	0.019037724
ASCC2	3.702487	3.6834524	0.019034624	0.4840995	0.6335826	0.01472041	0.019034624
MGC10955	0.09146154	0.07242707	0.019034468	0.93003404	0.36176443	0.004698709	0.019034468
RP11-867G23.3	0.33168322	0.31265688	0.019026339	0.45218378	0.6561614	0.016336529	0.019026339
RP11-440L14.1	1.4825572	1.4635319	0.019025326	0.26942545	0.79030484	0.048394114	0.019025326
RP11-535M15.1	0.029694404	0.04871402	-0.019019615	-1.344483	0.19525442	0.001797998	0.019019615
RP11-316M21.6	0.028769009	0.009750467	0.019018542	2.2936313	0.027375177	0.001199947	0.019018542
RP3-400B16.4	0.006540089	0.025556063	-0.019015975	-2.6589203	0.018813023	0.00037523737	0.019015975
RP11-134K13.4	0.04365867	0.062668115	-0.019009445	-1.3376158	0.19445857	0.0021992153	0.019009445
RP11-638I8.1	0.22618446	0.2071766	0.019007862	0.66700304	0.51149535	0.00874078	0.019007862
CCK	0.001781921	0.020787613	-0.019005692	-1.9172274	0.08328586	0.0003545997	0.019005692
TMEM262	0.16002427	0.14102915	0.018995121	0.5356692	0.598898	0.01047856	0.018995121
DIRAS3	0.018987525	0.0	0.018987525	3.2063866	0.0030451268	0.00093036366	0.018987525
C1orf158	0.022304803	0.0033236651	0.018981138	2.3488863	0.023739183	0.0014297692	0.018981138
SLC30A3	0.063853405	0.044874623	0.018978782	1.3266779	0.19859722	0.0021417856	0.018978782
RP11-630D6.5	0.037714895	0.01873787	0.018977026	1.8180093	0.081544414	0.0012919062	0.018977026
RP3-406P24.3	0.041911695	0.060880408	-0.018968713	-0.8490104	0.40608606	0.0047312407	0.018968713
PRR14L	2.2625678	2.2436075	0.018960238	0.3611615	0.72116804	0.030706326	0.018960238
RARB	0.023861598	0.042814676	-0.018953077	-1.4450845	0.16330013	0.0017685719	0.018953077
EXOSC6	2.0894156	2.070469	0.018946648	0.15560704	0.8780716	0.12632029	0.018946648
PCBD2	2.2163014	2.1973565	0.018944979	0.35337022	0.72686434	0.03255799	0.018944979
CASC11	0.19035532	0.20929909	-0.018943772	-0.61066824	0.5490042	0.0083077215	0.018943772
RP11-703H8.7	0.19590695	0.21484685	-0.018939897	-0.4249476	0.67797077	0.010219177	0.018939897
XDH	0.021873843	0.0029356068	0.018938236	3.0686603	0.0037588594	0.0008145767	0.018938236
RP11-383J24.1	0.034086946	0.015155295	0.018931651	1.9297156	0.06201056	0.0014921424	0.018931651
EIF1AX-AS1	0.025795784	0.044719826	-0.018924043	-1.03332	0.3192217	0.0020565302	0.018924043
XPNPEP3	2.6593707	2.640451	0.018919706	0.45295435	0.65517765	0.017602978	0.018919706
RP11-345P4.9	2.1876616	2.2065768	-0.018915176	-0.3179788	0.7525084	0.051039543	0.018915176
IGSF3	0.036878552	0.017968263	0.018910289	1.7716867	0.0869275	0.0015580253	0.018910289
MYOZ3	0.093372524	0.07446537	0.018907152	0.7634376	0.45126456	0.008177606	0.018907152
PVRL3-AS1	0.036789414	0.017885389	0.018904025	1.7221833	0.09318881	0.0020251924	0.018904025
APOA1BP	3.679934	3.6610372	0.018896818	0.35839483	0.72408265	0.024564536	0.018896818
RP11-96B5.3	0.08273726	0.063841894	0.018895365	0.92862076	0.36375955	0.00414276	0.018895365
AC015849.16	0.003940853	0.022834333	-0.01889348	-2.6612432	0.021178924	0.0002807241	0.01889348
RP11-863P13.4	0.041811254	0.022920173	0.018891081	1.4272859	0.16640352	0.0020283663	0.018891081
RP11-89K11.1	1.270248	1.2513586	0.018889427	0.25165686	0.8044248	0.043096915	0.018889427
LRRC2	0.26757163	0.28646055	-0.01888892	-0.4147633	0.6832669	0.017495522	0.01888892
RP11-30K9.6	0.18519528	0.20408063	-0.018885344	-0.5244509	0.6073489	0.009294433	0.018885344
RP11-239H6.2	0.024731733	0.043604746	-0.018873014	-1.4422274	0.16992901	0.0012127268	0.018873014
RP11-403A21.1	0.108593896	0.08972381	0.018870085	0.5245355	0.6066025	0.010507395	0.018870085
CTB-186H2.3	0.020141445	0.039007727	-0.018866282	-1.7962852	0.09027041	0.0009443418	0.018866282
SPPL3	2.6939795	2.712844	-0.018864393	-0.30955818	0.76084024	0.027927518	0.018864393
CELSR3	0.3002779	0.28142568	0.018852204	0.49344155	0.62624544	0.01624009	0.018852204
SYNGAP1	2.081131	2.0999815	-0.018850565	-0.3458194	0.7318513	0.040392715	0.018850565
SIX3	0.08394259	0.06509677	0.018845819	1.5006241	0.14099406	0.0029820865	0.018845819
