gene	mean_case_log1p_cpm	mean_control_log1p_cpm	delta_case_minus_control	welch_t	welch_p	donor_variance	abs_delta
PIP5K1A	2.3559272	2.3347237	0.021203518	0.3117999	0.7582516	0.046318613	0.021203518
CCDC173	0.4481614	0.46936318	-0.02120179	-0.31543195	0.7551946	0.05016799	0.02120179
CHODL	0.20209739	0.18090333	0.021194056	0.49507987	0.62612236	0.016901793	0.021194056
RP11-326C3.7	0.20861273	0.22979766	-0.021184936	-0.35469052	0.7271244	0.028937634	0.021184936
CNGA1	0.017897226	0.039079882	-0.021182656	-1.6306149	0.1159659	0.0019845704	0.021182656
CCDC79	0.045253586	0.024080705	0.021172881	1.8398106	0.07290015	0.0027247746	0.021172881
RP11-522I20.3	0.5816927	0.5605388	0.021153867	0.34625807	0.73261946	0.03696143	0.021153867
ZNF385C	0.22074442	0.1995971	0.02114731	0.64610034	0.52180994	0.019256802	0.02114731
DAG1	1.4085064	1.4296472	-0.021140814	-0.40028483	0.69277394	0.02928259	0.021140814
MOB2	3.483559	3.5046852	-0.02112627	-0.6042752	0.54928625	0.019799272	0.02112627
FANCC	0.7702988	0.7491791	0.021119654	0.32682928	0.74842644	0.027238954	0.021119654
CTD-3195I5.3	0.100483924	0.07936654	0.021117382	0.7828314	0.44199657	0.0077055166	0.021117382
CUTC	3.214891	3.235999	-0.02110815	-0.41715643	0.68005794	0.030232856	0.02110815
TMPRSS2	0.055628408	0.034529556	0.021098852	1.2978681	0.20619066	0.003146984	0.021098852
UNK	2.5645702	2.585667	-0.021096706	-0.5666773	0.5750582	0.018965757	0.021096706
C5orf24	3.2577534	3.2366614	0.021091938	0.41888857	0.68101245	0.018144513	0.021091938
AC097724.3	0.3414463	0.32036912	0.021077186	0.4903465	0.62699604	0.027685491	0.021077186
GPHA2	0.032270014	0.011195836	0.02107418	2.0274675	0.049718652	0.0018326575	0.02107418
RAB36	0.1593754	0.1804366	-0.021061197	-0.5742005	0.5729592	0.011483215	0.021061197
PYURF	4.7768965	4.7558384	0.021058083	0.3591573	0.7247681	0.021389334	0.021058083
HIST1H2AD	0.08548183	0.06442955	0.021052279	0.93397427	0.35677898	0.007709551	0.021052279
CTD-2586B10.1	0.038973767	0.017927663	0.021046104	1.2755473	0.21026379	0.0043129497	0.021046104
RP11-325L7.1	0.08417807	0.10521679	-0.021038726	-0.7636237	0.45756015	0.004817735	0.021038726
ICAM2	4.1469855	4.125951	0.021034718	0.26017448	0.7961697	0.10397289	0.021034718
AC018766.5	0.07143739	0.050409473	0.021027915	1.3599111	0.18488407	0.0030816048	0.021027915
OR52H1	0.04358657	0.022560302	0.021026269	1.7008173	0.09888785	0.0022012005	0.021026269
RP11-164P12.4	0.03427824	0.05529894	-0.0210207	-1.2648875	0.22328149	0.0022348738	0.0210207
RP11-495P10.3	0.009483565	0.030488897	-0.021005332	-1.2982997	0.22062908	0.0010368152	0.021005332
KCNE1L	0.21768592	0.23868561	-0.020999685	-0.5577862	0.58503294	0.009970591	0.020999685
AC068282.3	0.2317896	0.21079403	0.020995572	0.2978228	0.7689596	0.046508	0.020995572
PPAN	2.7368133	2.7578077	-0.020994425	-0.30761528	0.7612146	0.04928589	0.020994425
ZNF691	1.1624875	1.1414956	0.020991921	0.259315	0.79775286	0.06945221	0.020991921
CXorf67	0.050875418	0.029888408	0.02098701	1.0912421	0.2904695	0.0030093943	0.02098701
FITM1	0.6222132	0.6012312	0.020981967	0.3914564	0.6995858	0.027443847	0.020981967
ZMAT1	2.147747	2.126766	0.020981073	0.2774503	0.78516567	0.039515216	0.020981073
CTD-2033A16.1	0.14706524	0.12608694	0.020978302	0.7548711	0.4578027	0.008606633	0.020978302
RALGDS	2.715458	2.6944816	0.020976305	0.25565213	0.8004755	0.07327931	0.020976305
CTC-435M10.3	0.11566608	0.13663965	-0.020973578	-0.6695388	0.51103276	0.00912983	0.020973578
PIGR	0.091345966	0.112316735	-0.02097077	-0.9766203	0.33874202	0.0051423274	0.02097077
CTD-2528A14.5	0.13910377	0.1181357	0.020968072	0.6398436	0.52730817	0.014071015	0.020968072
CUTA	5.358423	5.3793864	-0.020963192	-0.8812878	0.38387954	0.009025976	0.020963192
ALDH3A2	2.3010018	2.3219614	-0.020959616	-0.42700833	0.6720728	0.0355988	0.020959616
ETFDH	2.471942	2.450991	0.020951033	0.3779616	0.70862675	0.035914674	0.020951033
CTB-175P5.4	0.00868772	0.029627679	-0.02093996	-1.7970326	0.096804425	0.00073646556	0.02093996
RP11-755B10.4	1.4398146	1.4188864	0.020928144	0.2722723	0.78918755	0.03897516	0.020928144
RP13-616I3.1	0.09978376	0.07886127	0.020922497	0.8616386	0.39901385	0.0057281298	0.020922497
HELB	2.1065533	2.0856345	0.020918846	0.22545896	0.8235088	0.09750523	0.020918846
GCSAML	0.059374046	0.038457017	0.020917028	0.9621145	0.34321025	0.006736846	0.020917028
JMJD8	2.4752922	2.4962053	-0.020913124	-0.26475126	0.7938019	0.061719753	0.020913124
RP1-100J12.1	0.5308757	0.50996774	0.020907938	0.47390753	0.64034206	0.019882737	0.020907938
ABCA2	1.6005878	1.6214938	-0.020905972	-0.24822061	0.80626583	0.07375833	0.020905972
LTV1	2.9185407	2.8976395	0.020901203	0.5545919	0.5823744	0.023564631	0.020901203
AF127936.3	0.022986816	0.0020927952	0.02089402	3.333473	0.0019015011	0.0009522217	0.02089402
CCDC87	0.026357293	0.047249936	-0.020892642	-1.6318794	0.12196344	0.0013143864	0.020892642
DCHS2	0.011729284	0.03262092	-0.020891637	-2.1288376	0.050276678	0.00073211594	0.020891637
ZNF404	0.77116656	0.7920571	-0.020890534	-0.21391177	0.8332643	0.07228472	0.020890534
RP11-178G16.5	0.0861967	0.0653232	0.020873502	1.0939283	0.28117046	0.005781501	0.020873502
RP11-1109F11.3	0.026253633	0.0053822156	0.020871418	2.5835764	0.01335267	0.0013645843	0.020871418
ARMCX6	3.1270583	3.1061869	0.0208714	0.57305837	0.57125527	0.016703948	0.0208714
SPTBN2	0.056816276	0.035957705	0.020858571	1.539575	0.1322577	0.0029716252	0.020858571
EFCAB13	1.0570227	1.0361727	0.020849943	0.28795815	0.7763296	0.05004967	0.020849943
PAM	1.775746	1.7548988	0.020847201	0.20599234	0.8389952	0.09204993	0.020847201
DDRGK1	3.661324	3.6404846	0.020839453	0.44564107	0.6585716	0.033467792	0.020839453
KATNAL2	0.27727872	0.29811794	-0.020839214	-0.5354561	0.5997842	0.011083504	0.020839214
RP11-57H12.3	0.07169767	0.050858583	0.020839084	1.3093879	0.20401636	0.0026958357	0.020839084
MTDH	5.052167	5.073005	-0.02083826	-0.56263375	0.5767389	0.02470528	0.02083826
ARHGEF26	1.1285948	1.1077684	0.02082634	0.21922097	0.828321	0.10170484	0.02082634
C5orf30	1.3522054	1.3313922	0.020813227	0.2795502	0.7822951	0.060518175	0.020813227
DPYSL3	0.056287915	0.03548193	0.020805985	1.446428	0.1557196	0.0037307893	0.020805985
SIDT1-AS1	2.765816	2.7866168	-0.020800829	-0.15264913	0.88019943	0.17691487	0.020800829
RP11-131K5.2	0.054461334	0.033667646	0.020793688	1.0919204	0.28816953	0.0034408697	0.020793688
RP11-307L14.2	0.0589511	0.07974315	-0.020792048	-1.1309456	0.27098307	0.003407443	0.020792048
TMEM14C	4.013393	3.9926047	0.020788193	0.36554423	0.7170119	0.047158528	0.020788193
PLIN4	0.0801854	0.05940316	0.02078224	0.87634355	0.38974914	0.0062511344	0.02078224
RP11-458D21.6	0.072290905	0.05150957	0.020781334	0.9814754	0.3354753	0.0054144696	0.020781334
DPH6	2.0690544	2.0898166	-0.020762205	-0.46606293	0.6441507	0.029338779	0.020762205
C10orf40	0.058086537	0.03732674	0.020759799	1.441204	0.15977114	0.0028857195	0.020759799
AC005624.2	0.02284792	0.0020927952	0.020755125	2.479339	0.017994622	0.0017072681	0.020755125
CTD-2530H12.4	0.00888796	0.02964297	-0.02075501	-1.2188556	0.24860506	0.0010972581	0.02075501
WASF1	0.6301671	0.60941523	0.020751894	0.44406796	0.6592758	0.041542515	0.020751894
KDM8	0.8698988	0.8906462	-0.020747423	-0.26214316	0.7963956	0.049266577	0.020747423
RP5-1022P6.7	0.012264801	0.033000633	-0.020735832	-1.7749982	0.098849304	0.00083619414	0.020735832
GPAM	0.8627788	0.84204465	0.020734131	0.40425375	0.69084793	0.0221342	0.020734131
USP28	2.3342736	2.3135428	0.020730734	0.23402967	0.81641686	0.112718955	0.020730734
RP11-346I3.4	0.32108846	0.30035844	0.020730019	0.48572907	0.6316068	0.020324692	0.020730019
TMEM241	1.1030203	1.1237483	-0.020727992	-0.33324075	0.7423747	0.037296053	0.020727992
AGBL5	1.2949259	1.2742006	0.02072537	0.39561486	0.69474715	0.042245254	0.02072537
LINC00298	0.023453781	0.044178173	-0.020724392	-1.7253101	0.102809176	0.0012147796	0.020724392
AL590452.1	1.0732448	1.0939665	-0.020721674	-0.24303736	0.81114507	0.051872842	0.020721674
RP5-1098D14.1	0.40680015	0.3860794	0.02072075	0.37571067	0.7099832	0.038481936	0.02072075
HERC2	2.865349	2.8860676	-0.020718575	-0.30696842	0.7618314	0.04625652	0.020718575
HPN	0.039717715	0.019005878	0.020711837	2.0981526	0.04236411	0.0017270376	0.020711837
RP11-415I12.3	0.04648978	0.067195505	-0.020705726	-1.4194552	0.17154902	0.0020523306	0.020705726
RP11-426C22.4	0.03547797	0.0147768855	0.020701084	2.0371687	0.050707713	0.0014456506	0.020701084
VPS72	2.8814626	2.8607621	0.020700455	0.26805967	0.7911296	0.06249359	0.020700455
CTD-2358C21.3	0.033015437	0.012316788	0.02069865	1.8111963	0.07747744	0.0023954562	0.02069865
EXTL1	0.040697064	0.06139163	-0.020694565	-0.95196223	0.3573868	0.0029134888	0.020694565
CSRNP1	4.242766	4.22208	0.020685673	0.17019048	0.866067	0.18968596	0.020685673
ZKSCAN1	3.1340263	3.1547096	-0.020683289	-0.5692703	0.57411045	0.015746227	0.020683289
CLHC1	0.92597294	0.90529937	0.020673573	0.23647082	0.8163167	0.050474398	0.020673573
LINC00205	0.73686725	0.7161967	0.020670533	0.42279884	0.6758231	0.029338665	0.020670533
CTD-2568A17.8	0.058615502	0.0792859	-0.020670395	-1.3037593	0.20656846	0.0025593068	0.020670395
HIF1A-AS1	0.027194869	0.006525317	0.020669552	2.075761	0.04414449	0.0020952702	0.020669552
RP11-298O21.2	0.032484222	0.01181763	0.020666592	2.1385725	0.03924117	0.0015447054	0.020666592
RP11-6J24.6	1.7479717	1.7273071	0.020664573	0.36908865	0.7155169	0.033258323	0.020664573
FAM66B	0.10113994	0.08048013	0.020659812	0.71622247	0.48301974	0.007175081	0.020659812
PAGE2	0.0238817	0.0032251498	0.02065655	2.3889256	0.021723436	0.001689171	0.02065655
AC109828.1	0.18581393	0.16516663	0.020647302	0.5822687	0.56824815	0.009742132	0.020647302
ARHGAP15	4.654293	4.674929	-0.020636082	-0.3185772	0.7528225	0.046814226	0.020636082
MAPKAPK5	3.1456032	3.1249673	0.020635843	0.53199255	0.59769374	0.025778975	0.020635843
DTX4	0.5179451	0.5385797	-0.020634592	-0.35659036	0.72423	0.04068752	0.020634592
RP11-364B6.1	0.090037555	0.06941047	0.020627081	0.96530825	0.3466759	0.0041391556	0.020627081
RP1-28H20.3	0.23698203	0.21636133	0.020620704	0.55950946	0.5824178	0.01218784	0.020620704
RAB19	0.04276102	0.06338148	-0.020620458	-1.0164038	0.3256824	0.002826101	0.020620458
RPRML	0.057382565	0.077998266	-0.0206157	-0.86420226	0.39858034	0.0050480864	0.0206157
SPRY2	0.62530035	0.6459136	-0.020613253	-0.31579167	0.75434893	0.057112582	0.020613253
CECR2	0.069028504	0.0484166	0.020611905	0.96281064	0.34895664	0.0037884926	0.020611905
ZSWIM2	0.0460243	0.025413651	0.02061065	1.549907	0.13121067	0.0025304214	0.02061065
EVPLL	0.012938247	0.03354749	-0.020609245	-1.1987919	0.25563803	0.0011629512	0.020609245
MIR3180-4	0.12642321	0.1470322	-0.020608991	-0.59837973	0.55749935	0.009485697	0.020608991
FHDC1	0.055138543	0.03454386	0.020594683	1.5075529	0.14221948	0.0025641527	0.020594683
ZNF774	0.09169745	0.07111024	0.020587206	1.122427	0.27137688	0.0042949826	0.020587206
CDKL5	0.3374156	0.3580023	-0.0205867	-0.53393805	0.6006911	0.011111557	0.0205867
MYO3A	0.018479947	0.039065383	-0.020585436	-1.5089178	0.15027069	0.0015051698	0.020585436
CTD-2555K7.4	0.035557147	0.056141473	-0.020584326	-1.1062284	0.2847622	0.0026812656	0.020584326
LINC00226	0.029860377	0.050441727	-0.02058135	-1.3505622	0.19505443	0.0018646462	0.02058135
AC079807.2	0.8160887	0.79550815	0.02058053	0.32104412	0.75190747	0.0346634	0.02058053
RP11-22A3.1	0.053598337	0.033019137	0.0205792	1.3973379	0.17312515	0.0028671278	0.0205792
HIF1A-AS2	0.35928085	0.3387062	0.02057466	0.46898088	0.6444194	0.017424468	0.02057466
OST4	6.191092	6.1705184	0.020573616	0.6414508	0.52581656	0.01452094	0.020573616
H2AFB1	0.03700653	0.016433183	0.020573348	1.3410252	0.1873714	0.00421515	0.020573348
CCRN4L	0.6546401	0.6340691	0.020570993	0.29926524	0.7675795	0.048633084	0.020570993
RP11-778D9.13	0.0751909	0.054620516	0.020570386	1.1123719	0.2735833	0.005242095	0.020570386
SPATC1	0.05075806	0.030188205	0.020569855	1.3003795	0.20576791	0.002895163	0.020569855
CTD-3239E11.2	0.03231826	0.0117506115	0.020567648	1.5072646	0.14262252	0.0024995538	0.020567648
RP11-15H20.7	0.35910788	0.37967157	-0.020563692	-0.28301576	0.78177017	0.026403595	0.020563692
EMD	3.6930335	3.7135963	-0.020562887	-0.3932855	0.69847524	0.024781007	0.020562887
FGFR2	0.1262437	0.14680658	-0.020562887	-0.86178815	0.39775944	0.006195946	0.020562887
RP11-485G4.2	1.964405	1.9438459	0.020559072	0.1989626	0.84529805	0.059518326	0.020559072
SPATA12	0.031535767	0.010981136	0.020554632	2.1427433	0.03887205	0.0015240976	0.020554632
RP1-1J6.2	0.14331412	0.16386558	-0.020551458	-0.7905813	0.43695	0.007637308	0.020551458
RP11-713M15.1	0.12136377	0.14191331	-0.020549543	-0.67286867	0.5089099	0.008732097	0.020549543
KRT80	0.028552325	0.008006184	0.020546142	2.1260302	0.039470267	0.0019634557	0.020546142
COX6A2	0.030117793	0.050663438	-0.020545645	-1.0966468	0.28642955	0.0032613021	0.020545645
ZNF280C	0.94097096	0.9615078	-0.02053684	-0.36010998	0.72291756	0.028008891	0.02053684
HSPB3	0.02052314	0.0	0.02052314	1.3092556	0.19977137	0.006115213	0.02052314
CTD-2544M6.2	0.0041465354	0.0246691	-0.020522565	-1.7967271	0.09786428	0.00065298483	0.020522565
PTPRN	0.15678726	0.17729653	-0.020509273	-0.6557586	0.5194446	0.009375471	0.020509273
ZNF497	0.2946694	0.31517592	-0.020506531	-0.58363473	0.56506693	0.013582355	0.020506531
GLIPR1L1	0.118463695	0.09796	0.020503692	0.6170109	0.54673207	0.0072377194	0.020503692
TELO2	2.352362	2.3318655	0.020496368	0.32392332	0.74773604	0.06664922	0.020496368
MAL2	0.018840816	0.039331503	-0.020490687	-1.317838	0.2112145	0.0012697314	0.020490687
RP11-654D12.3	0.038106102	0.017620906	0.020485196	1.745039	0.08961468	0.0021936328	0.020485196
C1orf234	0.07185553	0.051378444	0.020477086	1.0113661	0.31871763	0.0063317353	0.020477086
NECAB3	1.5825049	1.5620301	0.020474792	0.49256894	0.6263897	0.021013057	0.020474792
RP11-619L19.2	0.04435006	0.06481876	-0.0204687	-1.0293226	0.31698585	0.0034350492	0.0204687
RP11-690G19.3	1.6409676	1.6205153	0.020452261	0.5147284	0.61058974	0.020903043	0.020452261
ROR1	0.10885428	0.12930521	-0.020450935	-0.8767369	0.3907055	0.005413203	0.020450935
ACAA2	3.3005562	3.321007	-0.02045083	-0.2543152	0.801666	0.06590771	0.02045083
TMEM78	0.049856473	0.029406698	0.020449774	1.5576805	0.1339921	0.0018237856	0.020449774
CTB-151G24.1	0.049801353	0.029353825	0.020447528	1.7684938	0.084925674	0.002278469	0.020447528
ASPHD1	0.016416823	0.03685747	-0.020440647	-0.6946104	0.5023846	0.002753182	0.020440647
RP11-108P20.3	0.07340198	0.05296636	0.02043562	1.2307706	0.22670509	0.00421392	0.02043562
RP11-247A12.2	0.45288652	0.4733121	-0.020425588	-0.35955536	0.72153306	0.045651518	0.020425588
CTD-2555C10.3	0.28883535	0.30925885	-0.020423502	-0.36394343	0.72169185	0.017175997	0.020423502
ATL2	2.2695785	2.249158	0.020420551	0.4285679	0.6726028	0.022663092	0.020420551
PRG4	0.1597554	0.1393359	0.020419493	0.62331903	0.5385371	0.012863453	0.020419493
DKFZP761K2322	0.077784136	0.057367906	0.02041623	1.3550088	0.18426612	0.0034600794	0.02041623
CACNA1F	0.29736802	0.27695882	0.020409197	0.5906678	0.5599431	0.0141447	0.020409197
RP5-930J4.4	0.14971496	0.17011686	-0.020401895	-0.53317285	0.6026189	0.008369232	0.020401895
AL117190.3	0.03472473	0.055120144	-0.020395413	-1.402255	0.17234883	0.002668285	0.020395413
PIH1D3	0.076415494	0.05602025	0.020395245	1.0283678	0.31452787	0.004309371	0.020395245
AC093063.3	0.022229986	0.001841656	0.02038833	1.9816562	0.055641387	0.0026047097	0.02038833
TKTL2	0.044966143	0.024587847	0.020378295	1.3678874	0.18109466	0.0031501686	0.020378295
SPATA9	0.10271204	0.12308696	-0.020374916	-0.73328304	0.46975052	0.009549142	0.020374916
DOK5	0.04385186	0.023478182	0.020373678	1.357247	0.18329896	0.003519553	0.020373678
NAA20	3.6757948	3.6961672	-0.02037239	-0.3396927	0.73804957	0.030389763	0.02037239
CTD-2020K17.3	0.5310068	0.55137783	-0.02037102	-0.4750401	0.6394786	0.019037222	0.02037102
RP13-977J11.8	0.023854285	0.044223677	-0.020369392	-1.3404211	0.19709763	0.0020009968	0.020369392
PEF1	3.35949	3.3391328	0.020357132	0.4346716	0.66603905	0.044038992	0.020357132
ADPRHL1	0.12567969	0.10532299	0.0203567	0.89075863	0.38344142	0.005135287	0.0203567
AC009495.4	0.022244364	0.042593483	-0.020349119	-1.4042166	0.17537525	0.0021014987	0.020349119
RP11-499P20.2	0.82128984	0.8009422	0.020347655	0.4146292	0.6827654	0.02325831	0.020347655
C4orf19	0.033864737	0.05420934	-0.020344604	-1.1598668	0.26475453	0.0020684612	0.020344604
POGZ	2.9395506	2.9192085	0.020342112	0.66896135	0.50742716	0.015689338	0.020342112
USP37	1.792717	1.7723755	0.020341516	0.363743	0.72002906	0.028531386	0.020341516
FSCN3	0.4484197	0.42808077	0.020338923	0.26344267	0.79574126	0.041172996	0.020338923
RP5-1096D14.3	0.046573855	0.026243733	0.020330122	1.2861441	0.2111809	0.0027804135	0.020330122
RP11-301G19.1	0.022166729	0.001841656	0.020325072	3.2271218	0.002609006	0.0009787988	0.020325072
DHX38	2.5439687	2.5642912	-0.020322561	-0.384612	0.70408905	0.030011889	0.020322561
C12orf56	0.030985612	0.010663146	0.020322466	2.1023624	0.04181655	0.0017041811	0.020322466
CTA-293F17.1	0.41248602	0.39216357	0.020322442	0.29211304	0.773071	0.048164167	0.020322442
TRAM1	4.7104874	4.730808	-0.020320415	-0.24891287	0.8063701	0.053981315	0.020320415
FICD	1.1647192	1.144403	0.020316243	0.36800995	0.71554255	0.039790485	0.020316243
NXN	0.105756514	0.1260661	-0.02030959	-0.6605265	0.519211	0.0062008826	0.02030959
PSMC6	3.873968	3.8536642	0.020303726	0.37205964	0.7121754	0.043800745	0.020303726
C8orf37	0.6173431	0.6376445	-0.020301402	-0.46409065	0.64780337	0.01750292	0.020301402
RP11-13A1.1	0.022561407	0.0022666452	0.020294761	2.667118	0.011240011	0.0013879259	0.020294761
LA16c-329F2.1	0.061874807	0.041594144	0.020280663	1.006803	0.32150745	0.005837916	0.020280663
STX16-NPEPL1	0.31770808	0.33797997	-0.020271897	-0.3950159	0.6968632	0.02598256	0.020271897
FAM117B	2.6093516	2.5890806	0.020271063	0.36559007	0.7165678	0.05416818	0.020271063
NAA30	2.3752377	2.3954964	-0.020258665	-0.3159396	0.75586146	0.033133127	0.020258665
AC137932.5	0.10827982	0.1285355	-0.020255677	-0.8171955	0.42500737	0.005027636	0.020255677
CTD-3224K15.2	0.063190974	0.042938676	0.020252299	1.3478556	0.18783401	0.0030936343	0.020252299
TSNAXIP1	0.13337535	0.11313598	0.020239368	0.7535604	0.45822245	0.0083722165	0.020239368
ERAL1	2.3917263	2.3715	0.02022624	0.29853347	0.7677381	0.053747114	0.02022624
RP11-309L24.9	0.1355516	0.11532895	0.020222649	0.75669134	0.45894116	0.0062085623	0.020222649
RP11-881M11.2	0.22270517	0.2024913	0.020213872	0.44748306	0.66120046	0.012980507	0.020213872
KIF21B	1.8579153	1.8377017	0.020213604	0.3784166	0.7082709	0.0335427	0.020213604
SHPK	0.1544955	0.13428809	0.020207405	0.7107903	0.4835208	0.0097788405	0.020207405
LINC01125	0.5684727	0.54826725	0.020205438	0.4611148	0.64858896	0.02287433	0.020205438
TMEM213	0.11465895	0.09445382	0.020205133	0.803982	0.4297964	0.0067880326	0.020205133
RP11-404F10.2	0.22918324	0.2493845	-0.02020125	-0.43099836	0.6718145	0.017834915	0.02020125
RP11-702B10.2	0.10352204	0.08332516	0.020196877	0.68920034	0.49770024	0.009228644	0.020196877
RP4-734G22.3	0.056127183	0.03593445	0.020192735	1.288816	0.20895438	0.0029867173	0.020192735
RP4-625H18.2	0.027923789	0.0077333734	0.020190416	2.198632	0.033477206	0.0017434675	0.020190416
OSBPL9	3.0821357	3.06195	0.020185709	0.35131982	0.72923017	0.029694377	0.020185709
PHKG1	0.31300768	0.29283807	0.020169616	0.37456405	0.7120303	0.02689172	0.020169616
CYB561	1.9165478	1.8963879	0.02015984	0.2004267	0.84263456	0.12583779	0.02015984
EFCAB4B	1.8824022	1.9025613	-0.020159125	-0.37792227	0.7093302	0.028044315	0.020159125
MTMR9	2.90845	2.9286048	-0.020154953	-0.6564502	0.5171047	0.01168296	0.020154953
ARMC3	0.04328348	0.023139548	0.020143934	1.4088413	0.16729678	0.0033003415	0.020143934
RP11-626G11.5	0.09490216	0.11504588	-0.020143725	-0.7932999	0.43721682	0.0060021863	0.020143725
C15orf54	0.09604664	0.07590302	0.02014362	0.52550954	0.6026492	0.02173745	0.02014362
U2AF1	4.962755	4.9426126	0.020142555	0.4258072	0.67379034	0.026628729	0.020142555
COL5A2	0.060361523	0.08049364	-0.020132113	-0.9470836	0.35801733	0.0033057062	0.020132113
FHOD3	0.003575068	0.023703776	-0.020128708	-2.034118	0.06656839	0.00043781564	0.020128708
AC020594.5	0.095436506	0.115548275	-0.02011177	-0.882717	0.389321	0.0043651992	0.02011177
RP11-24J23.2	0.031375498	0.01127117	0.020104326	2.3354614	0.02718825	0.0009924973	0.020104326
DGKE	2.1762795	2.1561763	0.020103216	0.36302292	0.72016054	0.031037407	0.020103216
PFKFB2	0.9351157	0.95520115	-0.020085454	-0.29879117	0.7674754	0.054147024	0.020085454
GPR22	0.11105403	0.13113838	-0.020084351	-0.51071405	0.61345536	0.020099644	0.020084351
SLC29A4	0.15725802	0.17733873	-0.020080715	-0.5752444	0.5724153	0.01016329	0.020080715
ATG4B	3.33509	3.3150153	0.020074606	0.34157604	0.73566407	0.0385429	0.020074606
KRBOX1-1	0.07209492	0.092158966	-0.020064048	-0.78674644	0.43968648	0.006933339	0.020064048
AP003068.9	0.4104367	0.3903785	0.020058185	0.33624384	0.74093115	0.027326664	0.020058185
PPP1R37	2.1705756	2.190629	-0.020053387	-0.34608495	0.7310421	0.060415596	0.020053387
ZG16	0.025521409	0.0054682973	0.020053111	2.6272404	0.011965862	0.0012012769	0.020053111
SH3GL3	0.0058715898	0.025923086	-0.020051496	-2.1926405	0.047631532	0.00050109957	0.020051496
IFT80	1.6302887	1.6102413	0.020047426	0.5030869	0.61971885	0.01713198	0.020047426
PRKCG	0.09392741	0.0738856	0.020041816	0.5617568	0.5811052	0.011081339	0.020041816
RP11-16L9.3	0.041666094	0.061704066	-0.020037971	-0.6267528	0.54098386	0.006202209	0.020037971
RP11-982M15.2	0.14815705	0.16818896	-0.020031914	-0.7592793	0.45892167	0.005091009	0.020031914
PRKD1	0.033671025	0.013646852	0.020024173	1.5121715	0.14113744	0.0023939426	0.020024173
RP11-711M9.1	0.106598414	0.12661311	-0.020014696	-0.74058497	0.4689059	0.005990519	0.020014696
MYH3	0.7801169	0.8001225	-0.020005584	-0.37800366	0.7086604	0.032197	0.020005584
IFNAR1	3.4206338	3.4006295	0.020004272	0.3422221	0.7339248	0.061530292	0.020004272
GDF6	0.0	0.019998329	-0.019998329	-1.9479755	0.080016434	0.00034634676	0.019998329
RP11-439M11.1	0.04780291	0.027806358	0.019996552	1.3305368	0.19143917	0.0036808574	0.019996552
UBOX5-AS1	0.04419458	0.024205409	0.01998917	1.5995948	0.11944736	0.0022879718	0.01998917
HHLA1	0.030625552	0.010638642	0.019986909	1.9800601	0.054453492	0.0018878764	0.019986909
RP11-810M2.2	0.026630381	0.006646015	0.019984366	2.3379738	0.02435182	0.0013796438	0.019984366
CTD-2532N20.1	0.4203995	0.4004221	0.01997739	0.4045628	0.68892735	0.030604165	0.01997739
GCFC2	2.54371	2.56368	-0.01996994	-0.4366716	0.66537446	0.028819425	0.01996994
PPP3CB	3.0032928	2.9833274	0.01996541	0.23505566	0.8171416	0.053422026	0.01996541
KIAA1244	0.071136795	0.0511745	0.019962296	1.1073998	0.28227	0.0029320777	0.019962296
AC096649.2	0.06394399	0.043984532	0.019959457	1.0233022	0.31726313	0.004035238	0.019959457
RP11-17G12.3	0.121728	0.10176956	0.019958444	0.93927455	0.35476068	0.0063404366	0.019958444
CASC7	2.4653392	2.4852898	-0.019950628	-0.48630634	0.6292837	0.03182629	0.019950628
hsa-mir-150	0.13173865	0.15168792	-0.019949272	-0.8416131	0.40714276	0.0072027976	0.019949272
RP11-304L19.5	3.1676154	3.1476746	0.019940853	0.2559993	0.7992895	0.10214173	0.019940853
RP11-195E2.4	0.042111114	0.02217277	0.019938344	1.292953	0.20373283	0.003998594	0.019938344
DIS3	2.6551936	2.6352584	0.019935131	0.3552634	0.7262743	0.028686889	0.019935131
CTD-3020H12.4	0.033985436	0.053919915	-0.01993448	-0.9151088	0.37676096	0.0026135512	0.01993448
NUDC	4.2736993	4.2537665	0.019932747	0.3643167	0.7181315	0.040733688	0.019932747
MIR3180-2	0.028489174	0.008557433	0.019931741	1.7329837	0.094457254	0.001713774	0.019931741
ATG2B	1.5241064	1.504184	0.019922376	0.540713	0.59292823	0.017478121	0.019922376
TMEM254	1.9865863	1.9666651	0.019921184	0.31280854	0.7573816	0.042074032	0.019921184
MECP2	3.5099905	3.4900749	0.01991558	0.4117284	0.68388706	0.028256351	0.01991558
CTB-179K24.3	0.124740355	0.10482659	0.019913763	0.68864226	0.49914682	0.007828218	0.019913763
ELL3	0.1108607	0.13076098	-0.019900285	-0.6493741	0.5231354	0.009421074	0.019900285
USP12-AS2	0.24681076	0.22691073	0.019900039	0.43698087	0.66795856	0.015395058	0.019900039
RIOK1	2.5435443	2.5634434	-0.01989913	-0.46139318	0.6485724	0.021344434	0.01989913
AP000442.4	0.044257767	0.02436264	0.019895127	1.7086246	0.09732603	0.00196668	0.019895127
KIAA1147	1.9580326	1.9779147	-0.019882083	-0.39753896	0.69404495	0.03133435	0.019882083
ZNF552	1.6715322	1.6914113	-0.019879103	-0.36543283	0.7191508	0.024549391	0.019879103
RP11-471B22.2	0.0221456	0.0022666452	0.019878954	3.0035164	0.004650328	0.0010385665	0.019878954
